clg_name,rating,fees,pkg
"PSNA College of Engineering and Technology, Dindigul",8.4,200000,5200000
"K. Ramakrishnan College of Engineering -[KRCE], Tiruchirappalli",8.4,200000,1200000
"Loyola-ICAM College of Engineering and Technology - [LICET], Chennai",8.4,200000,434000
"NIT Warangal, Warangal",8.4,207000,18000000
"Seemanta Engineering College, Mayurbhanj",8.4,220000,1000000
"SRM University Vadapalani Campus, Chennai",8.4,225000,1240000
"Ballari Institute of Technology and Management - [BITM], Bellary",8.4,226680,1500000
"K L University - [KLU], Guntur",8.4,240000,2500000
"Manav Rachna University - [MRU], Faridabad",8.4,274500,300000
"Sree Vidyanikethan Engineering College - [SVEC], Tirupati",8.4,280000,1640000
"Anant National University - [AnantU], Ahmedabad",8.4,290000,809000
"Birla Institute of Technology - [BIT], Jaipur",8.4,292000,450000
"MBM Engineering College - [MBM], Jodhpur",8.4,315000,370000
"Sagar Institute of Science and Technology - [SISTec] - Sagar Group of Institutions, Bhopal",8.4,340000,500000
"Bikaner Technical University - [BTU], Bikaner",8.4,398000,400000
"Birla Institute of Technology Extension Centre - [BIT], Deoghar",8.4,404700,5100000
"Francis Xavier Engineering College, Tirunelveli",8.5,,408000
"Government Engineering College - [GEC], Bharuch",8.5,1500,268000
"Jadavpur University - [JU], Kolkata",8.5,10000,1100000
"Government Engineering College - [GEC] Barton Hill, Thiruvananthapuram",8.5,18425,320000
"Government Engineering College - [GECT], Thrissur",8.5,22150,7200000
"College of Engineering - [CEK], Karunagapally",8.5,35000,700000
"Madhyanchal Professional University - [MPU], Bhopal",8.5,40000,1800000
"Periyar Maniammai Institute of Science and Technology - [PMIST], Thanjavur",8.5,44500,168000
"J.S. University - [JSU], Shikohabad",8.5,46700,552000
"Lingayas Institute of Management and Technology - [LIMAT], Vijayawada",8.5,48500,334000
"Sona College of Technology, Salem",8.5,55000,320000
"Balaji Engineering College, Junagadh",8.5,55000,850000
"College of Engineering Vadakara - [CEV], Kozhikode",8.5,55105,350000
"St. Mary's Technical Campus, Kolkata",8.5,60000,1000000
"Sharnbasva university, Gulbarga",8.5,62573,1200000
"Siddhartha Institute of Technology and Sciences - [SITS], Hyderabad",8.5,63000,325000
"NIILM University, Kaithal",8.5,65000,500000
"Islamic University of Science and Technology - [IUST], Pulwama",8.5,66200,1200000
"CBS Group of Institutions, Jhajjar",8.5,69800,1200000
"Thiagarajar College of Engineering - [TCE], Madurai",8.5,82000,5500000
"MNNIT Allahabad - Motilal Nehru National Institute of Technology - [MNNIT], Allahabad",8.5,84666,4500000
"Ballarpur Institute of Technology - [BIT], Chandrapur",8.5,85000,1500000
"Feroze Gandhi Institute of Engineering and Technology - [FGIET], Rae Bareli",8.5,87709,700000
"Uka Tarsadia University, Bardoli",8.5,94000,2533000
"Bajaj Institute of Technology - [BIT], Wardha",8.5,96000,450000
"KPR Institute of Engineering & Technology - [KPRIET], Coimbatore",8.5,96900,223000
"JIMS Engineering Management Technical Campus- [JEMTEC], Greater Noida",8.5,97750,550000
"Government Engineering College - [GEC], Gopalganj",8.5,100000,560000
"Amrita Vishwa Vidyapeetham Bengaluru Campus, Bangalore",8.5,100000,850000
"Gopal Narayan Singh University - [GNSU], Sasaram",8.5,100000,1100000
"BV Raju Institute of Technology - [BVRIT], Hyderabad",8.5,120000,1900000
"Maharaja Agrasen University - [MAU], Solan",8.5,120000,430000
"St.Joseph University, Dimapur",8.5,123000,1000000
"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET], Hyderabad",8.5,131000,766000
"Banasthali Vidyapith, Jaipur",8.5,139000,609000
"KS Institute of Technology - [KSIT], Bangalore",8.5,143748,320000
"Asians Institute of Technology, Jaipur",8.5,146800,2700000
"Maharishi Markandeshwar - [MMU], Solan",8.5,148500,4415000
"Greater Noida Institute of Technology (Engineering Institute), Greater Noida",8.5,149400,1200000
"National Institute of Technology - [NITK], Surathkal",8.5,157280,1110000
"GH Raisoni College of Engineering - [GHRCE], Nagpur",8.5,161330,1200000
"SACS MAVMM Engineering College, Madurai",8.5,200000,300000
"IIT Goa - Indian Institute of Technology - [IITG], Ponda",8.5,215800,660000
"IIT BHU - Indian Institute of Technology, Varanasi",8.5,228315,2007000
"IIT Tirupati - Indian Institute of Technology - [IITTP], Tirupati",8.5,229450,810000
"IIT Indore - Indian Institute of Technology - [IITI], Indore",8.5,233900,430000
"Shoolini University, Solan",8.5,235000,875000
"ISM Dhanbad - Indian Institute of Technology - [IITISM], Dhanbad",8.5,240250,4000000
"SRM University, Amaravathi",8.5,250000,350000
"Pandit Deendayal Energy University, School of Technology - [PDEU SOT], Gandhinagar",8.5,253000,400000
"Mody University, Sikar",8.5,266000,24000000
"Indian Institute of Information Technology - [IIITL], Lucknow",8.5,269700,782000
"IIT Patna - Indian Institute of Technology - [IITP], Patna",8.5,270250,12000000
"Rajiv Gandhi Institute of Petroleum Technology - [RGIPT], Amethi",8.5,271600,823000
"ICFAI Foundation for Higher Education - [IFHE], Hyderabad",8.5,280000,570000
"Amity University, Mumbai",8.5,284000,426000
"Ramrao Adik Institute of Technology - [RAIT], Navi Mumbai",8.5,325000,550000
"Kalinga Institute of Industrial Technology - [KIIT], Bhubaneswar",8.5,350000,6200000
"International Institute of Information Technology - [IIIT-B], Bangalore",8.5,384000,1516000
"JIS College of Engineering - [JISCE], Kolkata",8.5,408000,3600000
"Mahindra University, Hyderabad",8.5,470000,2700000
"REVA University, Bangalore",8.5,1800000,495927
"Sri Sivani College of Engineering - [SSCE], Srikakulam",8.6,35000,1000000
"College of Engineering - [COEP], Pune",8.6,40500,1729000
"Dhirajlal Gandhi College of Technology, Salem",8.6,50000,1800000
"M.A.M. College of Engineering and Technology - [MAMCET], Tiruchirappalli",8.6,50000,1510000
"Sigma Institute of Engineering, Vadodara",8.6,60000,350000
"Haryana Engineering College - [HEC], Yamuna Nagar",8.6,70000,350000
"Jayoti Vidyapeeth Women's University - [JVWU], Jaipur",8.6,80000,450000
"Renaissance University - [RU], Indore",8.6,80000,1200000
"Sharad Institute of Technology College of Engineering, Kolhapur",8.6,83000,410000
"Institute of Chemical Technology - [ICT], Mumbai",8.6,89100,700000
"University of Technology - [UOT], Jaipur",8.6,90000,1350000
"Tulsiramji GaikwadPatil College of Engineering and Technology - [TGPCET], Nagpur",8.6,90000,360000
"Jeppiaar Institute of Technology - [JIT], Sriperumbudur",8.6,95000,8000000
"Bengal College of Engineering - [BCE], Durgapur",8.6,98500,340000
"Greater Noida Institute of Technology, IPU - [GNIT], Greater Noida",8.6,109500,120000
"Priyadarshini College of Engineering - [PCE], Nagpur",8.6,113000,4000000
"Vivekananda Global University - [VGU], Jaipur",8.6,125000,3500000
"NIMS University, Jaipur",8.6,150000,505406
"Vidyalankar Institute of Technology - [VIT], Mumbai",8.6,150790,900000
"National Institute of Technology - [NIT], Durgapur",8.6,186100,4000000
"St.Joseph's Institute of Technology - [SJIT], Chennai",8.6,200000,1350000
"SRM Institute of Science and Technology Ramapuram Campus, Chennai",8.6,210000,300000
"IIT Hyderabad - Indian Institute of Technology - [IITH], Hyderabad",8.6,241550,430000
"Shiv Nadar University - [SNU], Greater Noida",8.6,400000,4300000
"Birla Institute of Technology and Science - [BITS], South Goa",8.6,571575,3125000
"New Horizon College of Engineering - [NHCE], Bangalore",8.6,1000000,807000
"Manipal Institute of Technology - [MIT], Manipal",8.6,1862000,2930000
"Nalanda College of Engineering - [NCE], Chandi",8.7,12920,364000
"University College of Engineering, JNTUK, Vizianagaram",8.7,15300,360000
"Thamirabharani Engineering College,, Tirunelveli",8.7,40000,350000
"Rewa Engineering College - [REC], Rewa",8.7,49800,538000
"Knowledge Institute of Technology - [KIOT], Salem",8.7,50000,743000
"Vignan's Institute of Information Technology - [VIIT], Visakhapatnam",8.7,52000,500000
"Pandian Saraswathi Yadav Engineering College, Sivaganga",8.7,60000,600000
"CMR Engineering College - [CMREC], Hyderabad",8.7,75000,490000
"PSG Institute of Technology and Applied Research - [PSG iTech], Coimbatore",8.7,89800,2100000
"Vidya Knowledge Park - [VKP], Meerut",8.7,102850,500000
"Kavikulguru Institute of Technology and Science - [KITS], Nagpur",8.7,103000,460000
"Indian Institute of Information Technology - [IIIT], Allahabad",8.7,104000,5475000
"JSS Science and Technology University -[JSSSTU], Mysore",8.7,105812,520000
"Pydah College of Engineering, Kakinada, East Godavari",8.7,106850,520000
"Ganpat University - [GUNI], Mehsana",8.7,108000,1420000
"Sai Vidya Institute of Technology - [SVIT], Bangalore",8.7,110800,1650000
"Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT], Gandhinagar",8.7,172000,700000
"IIT Madras - Indian Institute of Technology - [IITM], Chennai",8.7,209550,2148000
"Indian Institute of Information Technology - [IIIT], Sonepat",8.7,212534,1200000
"IIT Guwahati - Indian Institute of Technology - [IITG], Guwahati",8.7,219250,1975000
"IIT Kharagpur - Indian Institute of Technology - [IITKGP], Kharagpur",8.7,223600,2182000
"IIT Palakkad - Indian Institute of Technology - [IITPKD], Palakkad",8.7,223900,550000
"IIT Gandhinagar - Indian Institute of Technology - [IITG], Gandhinagar",8.7,229426,6800000
"IIT Roorkee - Indian Institute of Technology - [IITR], Roorkee",8.7,230100,26000000
"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",8.7,254650,19800000
"IIT Jammu - Indian Institute of Technology - [IITJ], Jammu",8.7,279190,2100000
"Indraprastha Institute of Information Technology - [IIITD], New Delhi",8.7,462000,2249000
"Purnea College of Engineering - [PCE], Purnea",8.8,,400000
"Chameli Devi Group of Institution, Indore",8.8,35000,220000
"SSM College of Engineering and Technology - [SSM], Baramulla",8.8,49000,1500000
"P.S.G College of Technology - [PSGCT], Coimbatore",8.8,55000,8205000
"IES University, Bhopal",8.8,55000,360000
"Malla Reddy College of Engineering for Women - [MRCEW], Hyderabad",8.8,60000,11200000
"Chhattisgarh Engineering College - [CEC], Durg",8.8,60000,360000
"Annamacharya Institute of Technology and Sciences - [AITS], Tirupati",8.8,68700,700000
"Shri Vishnu Engineering College for Women - [SVECW], Bhimavaram",8.8,70000,1020000
"KMCT College of Engineering, Kozhikode",8.8,75000,720000
"Starex University, Gurgaon",8.8,80000,800000
"Sri Sai University - [SSU], Palampur",8.8,90900,700000
"Indian Institute of Science - [IISc], Bangalore",8.8,220200,2875000
"IIT Ropar - Indian Institute of Technology - [IITR], Ropar",8.8,222300,2134000
"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur",8.8,229200,550000
"IIT Bombay - Indian Institute of Technology - [IITB], Mumbai",8.8,229300,909000
"IIT Dharwad - Indian Institute of Technology - [IITD], Dharwad",8.8,241500,2038000
"Bennett University, Greater Noida",8.8,425000,5136000
"BITS Pilani (Pilani Campus), Pilani",8.8,571575,19000000
"Gates Institute of Technology-[GIT], Anantapur",8.9,41000,1000000
"St. John College of Engineering and Management - [SJCEM], Palghar",8.9,94000,300000
"ICFAI University, Raipur",8.9,100000,800000
"Albertian Institute of Science and Technology - [AISAT], Kochi",8.9,104900,300000
"Mangalmay Institute of Engineering and Technology - [MIET], Greater Noida",8.9,120000,450000
"Army Institute of Technology - [AIT], Pune",8.9,250520,3920000
"Bhabha Institute of Technology - [BIT], Kanpur",8.9,862000,4800000
"Karpagam Institute of Technology, Coimbatore",9.0,50000,700000
"Pacific School of Engineering - [PSE], Surat",9.0,52500,1202000
"P.P. Savani University, Surat",9.0,111500,1450000
"Birla Institute of Technology and Science - [BITS], Hyderabad",9.0,571575,3200000
"JB Institute of Technology - [JBIT], Dehradun",9.1,92000,1400000
"Marine Engineering And Research Institute - [MERI], Mumbai",9.1,225000,120000
"Avantika University, Ujjain",9.1,228000,1914000
"IIT Jodhpur - Indian Institute of Technology - [IITJ], Jodhpur",9.1,251800,8800000
"Sagar Institute of Research & Technology Excellence -[SIRTE], Bhopal",9.2,60000,350000
"Yadavrao Tasgaonkar Institute of Engineering and Technology - [YTIET], Raigarh",9.3,66000,2516000
"Apex Professional University - [APU], Pasighat",9.3,70000,1800000
"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT] Bavdhan, Pune",9.6,110275,800000
"DY Patil University, Navi Mumbai",9.7,210000,900000
